Entrez Gene ID	Gene Symbol	Gene Name
3021	H3F3B	H3 histone, family 3B (H3.3B)
84900	RNFT2	ring finger protein, transmembrane 2
3087	HHEX	hematopoietically expressed homeobox
162967	ZNF320	zinc finger protein 320
6721	SREBF2	sterol regulatory element binding transcription factor 2
100133210	COX6B1P7	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) pseudogene 7
100128422	[No Symbol]	[No Name]
10456	HAX1	HCLS1 associated protein X-1
100129818	LOC100129818	tubulin, alpha 1a pseudogene
100129442	[No Symbol]	[No Name]
100129204	LOC100129204	hypothetical protein LOC100129204
221016	CCDC7	coiled-coil domain containing 7
100128310	LOC100128310	hypothetical LOC100128310
646766	RPL35P2	ribosomal protein L35 pseudogene 2
340481	ZDHHC21	zinc finger, DHHC-type containing 21
645973	ATP5F1P2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 2
8328	GFI1B	growth factor independent 1B transcription repressor
645161	RPL12P8	ribosomal protein L12 pseudogene 8
10169	SERF2	small EDRK-rich factor 2
389768	LOC389768	potassium channel tetramerisation domain containing 1 pseudogene
80776	B9D2	B9 protein domain 2
389136	VGLL3	vestigial like 3 (Drosophila)
22876	INPP5F	inositol polyphosphate-5-phosphatase F
643167	LOC643167	RNA binding motif protein 39 pseudogene
5168	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
23266	LPHN2	latrophilin 2
80737	C6orf27	chromosome 6 open reading frame 27
440423	SUZ12P	suppressor of zeste 12 homolog pseudogene
391012	LOC391012	dynein, cytoplasmic, light polypeptide 1 pseudogene
642448	KRT18P23	keratin 18 pseudogene 23
100132486	[No Symbol]	[No Name]
100130430	LOC100130430	hypothetical LOC100130430
8470	SORBS2	sorbin and SH3 domain containing 2
391647	KRT18P25	keratin 18 pseudogene 25
337879	KRTAP8-1	keratin associated protein 8-1
51132	RLIM	ring finger protein, LIM domain interacting
2741	GLRA1	glycine receptor, alpha 1
19	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1
26164	GTPBP5	GTP binding protein 5 (putative)
374403	TBC1D10C	TBC1 domain family, member 10C
221262	CCDC162P	coiled-coil domain containing 162, pseudogene
651250	LOC651250	leucine rich repeat containing 37, member A3 pseudogene
730456	[No Symbol]	[No Name]
326279	RPL15P2	ribosomal protein L15 pseudogene 2
728339	LOC728339	hypothetical protein LOC728339
3953	LEPR	leptin receptor
148641	SLC35F3	solute carrier family 35, member F3
10606	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
1555	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6
729234	LOC729234	fumarylacetoacetate hydrolase domain containing 2 pseudogene
54490	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28
359821	MRPL42P5	mitochondrial ribosomal protein L42 pseudogene 5
81789	TIGD6	tigger transposable element derived 6
117289	TAGAP	T-cell activation RhoGTPase activating protein
10432	RBM14	RNA binding motif protein 14
54014	BRWD1	bromodomain and WD repeat domain containing 1
100132239	LOC100132239	calcium activated nucleotidase 1 pseudogene
51290	ERGIC2	ERGIC and golgi 2
4089	SMAD4	SMAD family member 4
7431	VIM	vimentin
3049	HBQ1	hemoglobin, theta 1
5198	PFAS	phosphoribosylformylglycinamidine synthase
11185	INMT	indolethylamine N-methyltransferase
7541	ZFP161	zinc finger protein 161 homolog (mouse)
152519	NIPAL1	NIPA-like domain containing 1
10085	EDIL3	EGF-like repeats and discoidin I-like domains 3
729560	[No Symbol]	[No Name]
54921	CHTF8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)
91056	DKFZp761E198	DKFZp761E198 protein
729090	[No Symbol]	[No Name]
6813	STXBP2	syntaxin binding protein 2
149708	WFDC5	WAP four-disulfide core domain 5
100131952	[No Symbol]	[No Name]
57105	CYSLTR2	cysteinyl leukotriene receptor 2
100128542	LOC100128542	hypothetical protein LOC100128542
121270	OR11M1P	olfactory receptor, family 11, subfamily M, member 1 pseudogene
150921	TCF23	transcription factor 23
29927	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)
54386	TERF2IP	telomeric repeat binding factor 2, interacting protein
10820	OR7E13P	olfactory receptor, family 7, subfamily E, member 13 pseudogene
84267	C9orf64	chromosome 9 open reading frame 64
22989	MYH15	myosin, heavy chain 15
54541	DDIT4	DNA-damage-inducible transcript 4
55028	C17orf80	chromosome 17 open reading frame 80
727999	[No Symbol]	[No Name]
23211	ZC3H4	zinc finger CCCH-type containing 4
9364	RAB28	RAB28, member RAS oncogene family
100128769	[No Symbol]	[No Name]
285829	SUMO2P1	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 1
414194	CCNYL2	cyclin Y-like 2
9825	SPATA2	spermatogenesis associated 2
83866	TTTY11	testis-specific transcript, Y-linked 11 (non-protein coding)
26062	HYALP1	hyaluronoglucosaminidase pseudogene 1
23269	MGA	MAX gene associated
29798	C2orf27A	chromosome 2 open reading frame 27A
5931	RBBP7	retinoblastoma binding protein 7
440335	LOC440335	hypothetical LOC440335
245972	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2
285533	RNF175	ring finger protein 175
677824	SNORA43	small nucleolar RNA, H/ACA box 43
494197	SPANXN5	SPANX family, member N5
440026	TMEM41B	transmembrane protein 41B
285852	TREML4	triggering receptor expressed on myeloid cells-like 4
978	CDA	cytidine deaminase
5054	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
5859	QARS	glutaminyl-tRNA synthetase
29101	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)
149650	FLJ32154	hypothetical protein FLJ32154
100132455	[No Symbol]	[No Name]
119391	GSTO2	glutathione S-transferase omega 2
136051	ZNF786	zinc finger protein 786
2288	FKBP4	FK506 binding protein 4, 59kDa
2637	GBX2	gastrulation brain homeobox 2
727862	[No Symbol]	[No Name]
643949	RPLP2P3	ribosomal protein, large, P2 pseudogene 3
100132537	LOC100132537	dedicator of cytokinesis protein 11-like
25970	SH2B1	SH2B adaptor protein 1
418	ART2P	ADP-ribosyltransferase 2 (RT6 antigen homolog, rat), pseudogene
4493	MT1E	metallothionein 1E
11282	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
326298	RPL26P3	ribosomal protein L26 pseudogene 3
129790	C7orf13	chromosome 7 open reading frame 13
100133321	KLF17P1	Kruppel-like factor 17 pseudogene 1
100131085	RPL7P12	ribosomal protein L7 pseudogene 12
1813	DRD2	dopamine receptor D2
128153	SPATA17	spermatogenesis associated 17
57169	ZNFX1	zinc finger, NFX1-type containing 1
375686	SPATC1	spermatogenesis and centriole associated 1
9020	MAP3K14	mitogen-activated protein kinase kinase kinase 14
64866	CDCP1	CUB domain containing protein 1
968	CD68	CD68 molecule
284697	BTBD8	BTB (POZ) domain containing 8
389180	5-HT3C2	5-HT3c2 serotonin receptor-like protein pseudogene
402394	IMPDH1P2	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 2
728327	LOC728327	hCG1795091
266673	ZNF402P	zinc finger protein 402, pseudogene
4712	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa
4520	MTF1	metal-regulatory transcription factor 1
4153	MBL2	mannose-binding lectin (protein C) 2, soluble
401675	OR56B3P	olfactory receptor, family 56, subfamily B, member 3 pseudogene
1758	DMP1	dentin matrix acidic phosphoprotein 1
642702	[No Symbol]	[No Name]
359764	MRPS18CP3	mitochondrial ribosomal protein S18C pseudogene 3
137107	RPL10AP3	ribosomal protein L10a pseudogene 3
51054	PLEKHA8P1	pleckstrin homology domain containing, family A member 8 pseudogene 1
1946	EFNA5	ephrin-A5
641522	[No Symbol]	[No Name]
2765	GML	glycosylphosphatidylinositol anchored molecule like protein
53353	LRP1B	low density lipoprotein receptor-related protein 1B
406903	MIR10B	microRNA 10b
142913	CFL1P1	cofilin 1 (non-muscle) pseudogene 1
644578	LOC644578	hypothetical protein LOC644578
100128176	LOC100128176	hypothetical protein LOC100128176
146542	ZNF688	zinc finger protein 688
353006	HCG2P6	HLA complex group 2 pseudogene 6
23085	ERC1	ELKS/RAB6-interacting/CAST family member 1
56203	LMOD3	leiomodin 3 (fetal)
6326	SCN2A	sodium channel, voltage-gated, type II, alpha subunit
6596	HLTF	helicase-like transcription factor
8338	HIST2H2AC	histone cluster 2, H2ac
29098	RANGRF	RAN guanine nucleotide release factor
6157	RPL27A	ribosomal protein L27a
29766	TMOD3	tropomodulin 3 (ubiquitous)
286183	NKAIN3	Na+/K+ transporting ATPase interacting 3
8819	SAP30	Sin3A-associated protein, 30kDa
348825	TPRXL	tetra-peptide repeat homeobox-like
728505	WDR82P1	WD repeat domain 82 pseudogene 1
23397	NCAPH	non-SMC condensin I complex, subunit H
150519	LOC150519	hypothetical LOC150519
728537	LOC728537	hypothetical LOC728537
54098	C1QBPP	complement component 1, q subcomponent binding protein, pseudogene
64788	LMF1	lipase maturation factor 1
57228	SMAGP	small cell adhesion glycoprotein
79075	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)
23658	LSM5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)
729954	[No Symbol]	[No Name]
7416	VDAC1	voltage-dependent anion channel 1
345471	LOC345471	cell division cycle 37 homolog (S. cerevisiae) pseudogene
139189	DGKK	diacylglycerol kinase, kappa
730651	LOC730651	zinc finger protein 709-like
55196	C12orf35	chromosome 12 open reading frame 35
139061	LOC139061	plasmolipin pseudogene
647163	LOC647163	hypothetical protein LOC647163
574080	LOC574080	uncharacterized hematopoietic stem/progenitor cells protein MDS029 pseudogene 3
345571	LOC345571	RUN and FYVE domain containing 3 pseudogene
8778	SIGLEC5	sialic acid binding Ig-like lectin 5
91120	ZNF682	zinc finger protein 682
3663	IRF5	interferon regulatory factor 5
100130059	VN1R70P	vomeronasal 1 receptor 70 pseudogene
8720	MBTPS1	membrane-bound transcription factor peptidase, site 1
4798	NFRKB	nuclear factor related to kappaB binding protein
149840	C20orf196	chromosome 20 open reading frame 196
128611	ZNF831	zinc finger protein 831
204219	LASS3	LAG1 homolog, ceramide synthase 3
81264	OR52E7P	olfactory receptor, family 52, subfamily E, member 7 pseudogene
100128454	LOC100128454	39S ribosomal protein L32, mitochondrial-like
6913	TBX15	T-box 15
79283	OR5P1P	olfactory receptor, family 5, subfamily P, member 1 pseudogene
1454	CSNK1E	casein kinase 1, epsilon
160857	CCDC122	coiled-coil domain containing 122
285175	UNC80	unc-80 homolog (C. elegans)
100130869	[No Symbol]	[No Name]
4176	MCM7	minichromosome maintenance complex component 7
647109	[No Symbol]	[No Name]
727969	TSPY16P	testis specific protein, Y-linked 16, pseudogene
1522	CTSZ	cathepsin Z
256006	ANKRD31	ankyrin repeat domain 31
27177	IL36B	interleukin 36, beta
7976	FZD3	frizzled family receptor 3
26093	CCDC9	coiled-coil domain containing 9
6716	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)
340286	FAM183B	acyloxyacyl hydrolase (neutrophil)
391359	LOC391359	epithelial membrane protein 2 pseudogene
387758	FIBIN	fin bud initiation factor homolog (zebrafish)
23612	PHLDA3	pleckstrin homology-like domain, family A, member 3
28461	IGHV1-69	immunoglobulin heavy variable 1-69
56970	ATXN7L3	ataxin 7-like 3
969	CD69	CD69 molecule
4646	MYO6	myosin VI
467	ATF3	activating transcription factor 3
58476	TP53INP2	tumor protein p53 inducible nuclear protein 2
10229	COQ7	coenzyme Q7 homolog, ubiquinone (yeast)
85441	PRIC285	peroxisomal proliferator-activated receptor A interacting complex 285
100132937	[No Symbol]	[No Name]
7694	ZNF135	zinc finger protein 135
390329	OR6U2P	olfactory receptor, family 6, subfamily U, member 2 pseudogene
100129816	[No Symbol]	[No Name]
55161	TMEM33	transmembrane protein 33
84224	NBPF3	neuroblastoma breakpoint family, member 3
100130683	LOC100130683	chromatin assembly factor 1, subunit B (p60) pseudogene
124221	PRSS30P	protease, serine, 30 homolog (mouse), pseudogene
84154	RPF2	ribosome production factor 2 homolog (S. cerevisiae)
353143	LCE3B	late cornified envelope 3B
51564	HDAC7	histone deacetylase 7
92736	OTOP2	otopetrin 2
120425	AMICA1	adhesion molecule, interacts with CXADR antigen 1
6955	TRA@	T cell receptor alpha locus
804	CALM1P2	calmodulin 1 (phosphorylase kinase, delta) pseudogene 2
2101	ESRRA	estrogen-related receptor alpha
3632	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa
23732	C9orf4	chromosome 9 open reading frame 4
6279	S100A8	S100 calcium binding protein A8
100129753	[No Symbol]	[No Name]
79017	GGCT	gamma-glutamylcyclotransferase
728342	LOC728342	hypothetical protein LOC728342
9991	ROD1	ROD1 regulator of differentiation 1 (S. pombe)
8787	RGS9	regulator of G-protein signaling 9
220906	LOC220906	hypothetical LOC220906
79133	C20orf7	chromosome 20 open reading frame 7
100131742	LOC100131742	hypothetical LOC100131742
641372	ACOT6	acyl-CoA thioesterase 6
9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)
400757	C1orf141	chromosome 1 open reading frame 141
401127	LOC401127	WD repeat domain 5 pseudogene
92370	ACPL2	acid phosphatase-like 2
5699	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10
23200	ATP11B	ATPase, class VI, type 11B
283514	SIAH3	seven in absentia homolog 3 (Drosophila)
343521	TCTEX1D4	Tctex1 domain containing 4
54487	DGCR8	DiGeorge syndrome critical region gene 8
1491	CTH	cystathionase (cystathionine gamma-lyase)
100128587	[No Symbol]	[No Name]
10608	MXD4	MAX dimerization protein 4
128366	OR6P1	olfactory receptor, family 6, subfamily P, member 1
160298	C11orf42	chromosome 11 open reading frame 42
390039	OR51A9P	olfactory receptor, family 51, subfamily A, member 9 pseudogene
642343	[No Symbol]	[No Name]
219790	RTKN2	rhotekin 2
11251	GPR44	G protein-coupled receptor 44
3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)
93185	IGSF8	immunoglobulin superfamily, member 8
27063	ANKRD1	ankyrin repeat domain 1 (cardiac muscle)
64783	RBM15	RNA binding motif protein 15
55905	RNF114	ring finger protein 114
9365	KL	klotho
3061	HCRTR1	hypocretin (orexin) receptor 1
729529	[No Symbol]	[No Name]
55366	LGR4	leucine-rich repeat containing G protein-coupled receptor 4
55144	LRRC8D	leucine rich repeat containing 8 family, member D
166968	MIER3	mesoderm induction early response 1, family member 3
729096	BMS1P4	BMS1 pseudogene 4
100127936	LOC100127936	hypothetical LOC100127936
91947	ARRDC4	arrestin domain containing 4
126626	GABPB2	GA binding protein transcription factor, beta subunit 2
57551	TAOK1	TAO kinase 1
8910	SGCE	sarcoglycan, epsilon
642635	LOC642635	tubulin, alpha 4a pseudogene
100131807	[No Symbol]	[No Name]
8840	WISP1	WNT1 inducible signaling pathway protein 1
100128804	LOC100128804	angiogenic factor with G patch and FHA domains 1 pseudogene
644993	[No Symbol]	[No Name]
5626	PROP1	PROP paired-like homeobox 1
7464	CORO2A	coronin, actin binding protein, 2A
728485	LOC728485	hypothetical LOC728485
254028	LOC254028	hypothetical LOC254028
8618	CADPS	Ca++-dependent secretion activator
51703	ACSL5	acyl-CoA synthetase long-chain family member 5
9597	SMAD5-AS1	SMAD5 antisense RNA 1 (non-protein coding)
729708	TPI1P1	triosephosphate isomerase 1 pseudogene 1
139818	DOCK11	dedicator of cytokinesis 11
541468	C1orf190	chromosome 1 open reading frame 190
80139	ZNF703	zinc finger protein 703
51659	GINS2	GINS complex subunit 2 (Psf2 homolog)
221927	BRAT1	BRCA1-associated ATM activator 1
503612	TAAR4P	trace amine associated receptor 4, pseudogene
1241	LTB4R	leukotriene B4 receptor
993	CDC25A	cell division cycle 25 homolog A (S. pombe)
3831	KLC1	kinesin light chain 1
51166	AADAT	aminoadipate aminotransferase
9468	PCYT1B	phosphate cytidylyltransferase 1, choline, beta
6515	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
123041	SLC24A4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
6992	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11
1448	CSN3	casein kappa
143503	OR51E1	olfactory receptor, family 51, subfamily E, member 1
391470	LOC391470	adenosylhomocysteinase pseudogene
8795	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
27233	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4
23078	KIAA0564	KIAA0564
79582	SPAG16	sperm associated antigen 16
6533	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
6847	SYCP1	synaptonemal complex protein 1
22919	MAPRE1	microtubule-associated protein, RP/EB family, member 1
55170	PRMT6	protein arginine methyltransferase 6
160762	CCDC63	coiled-coil domain containing 63
81115	OR7E106P	olfactory receptor, family 7, subfamily E, member 106 pseudogene
222171	PRR15	proline rich 15
116843	C6orf192	chromosome 6 open reading frame 192
6337	SCNN1A	sodium channel, nonvoltage-gated 1 alpha
54496	PRMT7	protein arginine methyltransferase 7
100131135	LOC100131135	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene
11148	HHLA2	HERV-H LTR-associating 2
51702	PADI3	peptidyl arginine deiminase, type III
92126	DSEL	dermatan sulfate epimerase-like
3904	LAIR2	leukocyte-associated immunoglobulin-like receptor 2
389383	C6orf126	chromosome 6 open reading frame 126
100132010	[No Symbol]	[No Name]
645685	[No Symbol]	[No Name]
692212	SNORD99	small nucleolar RNA, C/D box 99
441887	LOC441887	DnaJ (Hsp40) homolog, subfamily C, member 7 pseudogene
128218	TMEM125	transmembrane protein 125
100132953	[No Symbol]	[No Name]
390313	OR5BS1P	olfactory receptor, family 5, subfamily BS, member 1 pseudogene
54544	CRCT1	cysteine-rich C-terminal 1
54040	PCBP2P1	poly(rC) binding protein 2 pseudogene 1
100131373	LOC100131373	hypothetical LOC100131373
2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
56300	IL36G	interleukin 36, gamma
144193	AMDHD1	amidohydrolase domain containing 1
8596	OR4A1P	olfactory receptor, family 4, subfamily A, member 1 pseudogene
9491	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)
100131885	[No Symbol]	[No Name]
339263	C17orf51	chromosome 17 open reading frame 51
64108	RTP4	receptor (chemosensory) transporter protein 4
100128081	LOC100128081	hypothetical LOC100128081
64840	PORCN	porcupine homolog (Drosophila)
246135	TAF9BP1	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa pseudogene 1
