Entrez Gene ID	Gene Symbol	Gene Name
79075	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)
122622	ADSSL1	adenylosuccinate synthase like 1
402394	IMPDH1P2	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 2
221491	C6orf1	chromosome 6 open reading frame 1
153129	SLC38A9	solute carrier family 38, member 9
8812	CCNK	cyclin K
55028	C17orf80	chromosome 17 open reading frame 80
375611	SLC26A5	solute carrier family 26, member 5 (prestin)
79339	OR51B4	olfactory receptor, family 51, subfamily B, member 4
6122	RPL3	ribosomal protein L3
23318	ZCCHC11	zinc finger, CCHC domain containing 11
8908	GYG2	glycogenin 2
23112	TNRC6B	trinucleotide repeat containing 6B
3606	IL18	interleukin 18 (interferon-gamma-inducing factor)
643954	RPSAP43	ribosomal protein SA pseudogene 43
9654	TTLL4	tubulin tyrosine ligase-like family, member 4
2856	GPR33	G protein-coupled receptor 33 (gene/pseudogene)
64925	CCDC71	coiled-coil domain containing 71
23269	MGA	MAX gene associated
389033	LOC389033	placenta-specific 9 pseudogene
7428	VHL	von Hippel-Lindau tumor suppressor
64764	CREB3L2	cAMP responsive element binding protein 3-like 2
219972	MPEG1	macrophage expressed 1
396	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha
23334	KIAA0467	KIAA0467
100130246	[No Symbol]	[No Name]
402057	RPS17P16	ribosomal protein S17 pseudogene 16
151354	FAM84A	family with sequence similarity 84, member A
100131544	[No Symbol]	[No Name]
64834	ELOVL1	ELOVL fatty acid elongase 1
57337	SENP7	SUMO1/sentrin specific peptidase 7
60675	PROK2	prokineticin 2
29104	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
9778	KIAA0232	KIAA0232
389207	GRXCR1	glutaredoxin, cysteine rich 1
100129289	[No Symbol]	[No Name]
7351	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)
148641	SLC35F3	solute carrier family 35, member F3
80273	GRPEL1	GrpE-like 1, mitochondrial (E. coli)
345930	ECT2L	epithelial cell transforming sequence 2 oncogene-like
6423	SFRP2	secreted frizzled-related protein 2
645317	CHCHD2P6	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6
729643	[No Symbol]	[No Name]
30834	ZNRD1	zinc ribbon domain containing 1
2326	FMO1	flavin containing monooxygenase 1
285349	ZNF660	zinc finger protein 660
170954	KIAA1949	KIAA1949
2122	MECOM	MDS1 and EVI1 complex locus
285359	LOC285359	phosducin-like 3 pseudogene
8193	DPF1	D4, zinc and double PHD fingers family 1
100130015	LOC100130015	5-hydroxyisourate hydrolase pseudogene
60468	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2
6230	RPS25	ribosomal protein S25
326	AIRE	autoimmune regulator
80776	B9D2	B9 protein domain 2
644548	LOC644548	exocyst complex component 5 pseudogene
51192	CKLF	chemokine-like factor
390472	KRT8P2	keratin 8 pseudogene 2
54742	LY6K	lymphocyte antigen 6 complex, locus K
55198	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2
4237	MFAP2	microfibrillar-associated protein 2
646658	TMEM90A	transmembrane protein 90A
10308	ZNF267	zinc finger protein 267
100130433	LOC100130433	hypothetical protein LOC100130433
728339	LOC728339	hypothetical protein LOC728339
53838	C11orf24	chromosome 11 open reading frame 24
56160	NDNL2	necdin-like 2
7464	CORO2A	coronin, actin binding protein, 2A
79991	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1
339665	SLC35E4	solute carrier family 35, member E4
84258	SYT3	synaptotagmin III
10893	MMP24	matrix metallopeptidase 24 (membrane-inserted)
3814	KISS1	KiSS-1 metastasis-suppressor
80781	COL18A1	collagen, type XVIII, alpha 1
149371	EXOC8	exocyst complex component 8
400765	FLJ35409	FLJ35409 protein
390203	LOC390203	probable polyprenol reductase-like
114785	MBD6	methyl-CpG binding domain protein 6
100131268	TPT1P1	tumor protein, translationally-controlled 1 pseudogene 1
3003	GZMK	granzyme K (granzyme 3; tryptase II)
54554	WDR5B	WD repeat domain 5B
91614	DEPDC7	DEP domain containing 7
83598	LUZP3P	leucine zipper protein 3, pseudogene
2132	EXT2	exostosin 2
3696	ITGB8	integrin, beta 8
26511	CHIC2	cysteine-rich hydrophobic domain 2
390078	OR52E6	olfactory receptor, family 52, subfamily E, member 6
100131533	LOC100131533	dpy-19-like 4 (C. elegans) pseudogene
136540	TRY3	trypsinogen-like pseudogene
343052	LOC343052	similar to hCG1996527
4638	MYLK	myosin light chain kinase
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
6155	RPL27	ribosomal protein L27
23331	TTC28	tetratricopeptide repeat domain 28
100128932	LOC100128932	hypothetical LOC100128932
51439	FAM8A1	family with sequence similarity 8, member A1
5277	PIGA	phosphatidylinositol glycan anchor biosynthesis, class A
647163	LOC647163	hypothetical protein LOC647163
100131604	LOC100131604	similar to hCG2045849
22865	SLITRK3	SLIT and NTRK-like family, member 3
9658	ZNF516	zinc finger protein 516
55779	WDR52	WD repeat domain 52
51228	GLTP	glycolipid transfer protein
142827	C10orf129	chromosome 10 open reading frame 129
5704	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4
9814	SFI1	Sfi1 homolog, spindle assembly associated (yeast)
57661	PHRF1	PHD and ring finger domains 1
55841	WWC3	WWC family member 3
162466	PHOSPHO1	phosphatase, orphan 1
64081	PBLD	phenazine biosynthesis-like protein domain containing
57535	KIAA1324	KIAA1324
100130982	[No Symbol]	[No Name]
9236	CCPG1	cell cycle progression 1
100131807	[No Symbol]	[No Name]
91252	SLC39A13	solute carrier family 39 (zinc transporter), member 13
728217	[No Symbol]	[No Name]
100131813	[No Symbol]	[No Name]
8463	TEAD2	TEA domain family member 2
11120	BTN2A1	butyrophilin, subfamily 2, member A1
51315	KRCC1	lysine-rich coiled-coil 1
285175	UNC80	unc-80 homolog (C. elegans)
100132061	RPL9P14	ribosomal protein L9 pseudogene 14
57238	[No Symbol]	[No Name]
57862	ZNF410	zinc finger protein 410
5428	POLG	polymerase (DNA directed), gamma
360160	CYCSP8	cytochrome c, somatic pseudogene 8
100128944	YWHAQP3	YWHAQ pseudogene 3
57560	IFT80	intraflagellar transport 80 homolog (Chlamydomonas)
79993	ELOVL7	ELOVL fatty acid elongase 7
442183	OR2P1P	olfactory receptor, family 2, subfamily P, member 1 pseudogene
100129251	FTLP4	ferritin, light polypeptide pseudogene 4
8034	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
65084	TMEM135	transmembrane protein 135
28907	IGKV5-2	immunoglobulin kappa variable 5-2
128360	OR10T2	olfactory receptor, family 10, subfamily T, member 2
100129835	[No Symbol]	[No Name]
100132940	LOC100132940	protein slowmo homolog 2-like
5360	PLTP	phospholipid transfer protein
57048	PLSCR3	phospholipid scramblase 3
3163	HMOX2	heme oxygenase (decycling) 2
130355	C2orf76	chromosome 2 open reading frame 76
54904	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
5567	PRKACB	protein kinase, cAMP-dependent, catalytic, beta
221294	NT5DC1	5'-nucleotidase domain containing 1
23197	FAF2	Fas associated factor family member 2
100128266	RANP6	RAN, member RAS oncogene family pseudogene 6
112840	WDR89	WD repeat domain 89
29927	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)
146862	UNC45B	unc-45 homolog B (C. elegans)
344758	GPR149	G protein-coupled receptor 149
79296	OR52E1	olfactory receptor, family 52, subfamily E, member 1 (gene/pseudogene)
729138	RPLP1P2	ribosomal protein, large, P1 pseudogene 2
100132993	RPS21P3	ribosomal protein S21 pseudogene 3
57105	CYSLTR2	cysteinyl leukotriene receptor 2
55700	MAP7D1	MAP7 domain containing 1
245972	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2
677824	SNORA43	small nucleolar RNA, H/ACA box 43
728655	HULC	highly up-regulated in liver cancer (non-protein coding)
151194	METTL21A	methyltransferase like 21A
645367	GGT8P	gamma-glutamyltransferase 8 pseudogene
5558	PRIM2	primase, DNA, polypeptide 2 (58kDa)
642702	[No Symbol]	[No Name]
54344	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3
100129536	[No Symbol]	[No Name]
2308	FOXO1	forkhead box O1
221016	CCDC7	coiled-coil domain containing 7
286076	BREA2	breast cancer estrogen-induced apoptosis 2
8720	MBTPS1	membrane-bound transcription factor peptidase, site 1
84154	RPF2	ribosome production factor 2 homolog (S. cerevisiae)
80003	PCNXL2	pecanex-like 2 (Drosophila)
388931	MFSD2B	major facilitator superfamily domain containing 2B
54205	CYCS	cytochrome c, somatic
114134	SLC2A13	solute carrier family 2 (facilitated glucose transporter), member 13
5931	RBBP7	retinoblastoma binding protein 7
9689	BZW1	basic leucine zipper and W2 domains 1
7535	ZAP70	zeta-chain (TCR) associated protein kinase 70kDa
5623	PSPN	persephin
100131890	LOC100131890	neugrin, neurite outgrowth associated pseudogene
729808	[No Symbol]	[No Name]
64866	CDCP1	CUB domain containing protein 1
10473	HMGN4	high mobility group nucleosomal binding domain 4
128770	EIF4E2P1	eukaryotic translation initiation factor 4E family member 2 pseudogene 1
57205	ATP10D	ATPase, class V, type 10D
5306	PITPNA	phosphatidylinositol transfer protein, alpha
126820	WDR63	WD repeat domain 63
646600	C3orf65	chromosome 3 open reading frame 65
26100	WIPI2	WD repeat domain, phosphoinositide interacting 2
5988	RFPL1	ret finger protein-like 1
100128021	[No Symbol]	[No Name]
8871	SYNJ2	synaptojanin 2
92815	HIST3H2A	histone cluster 3, H2a
56521	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
80152	CENPT	centromere protein T
26099	C1orf144	chromosome 1 open reading frame 144
56252	YLPM1	YLP motif containing 1
23186	RCOR1	REST corepressor 1
100128208	[No Symbol]	[No Name]
114915	NCRNA00219	non-protein coding RNA 219
649489	LOC649489	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene
100132812	LOC100132812	nascent polypeptide-associated complex alpha subunit pseudogene
574452	MIR494	microRNA 494
26505	CNNM3	cyclin M3
132243	H1FOO	H1 histone family, member O, oocyte-specific
9698	PUM1	pumilio homolog 1 (Drosophila)
2778	GNAS	GNAS complex locus
6772	STAT1	signal transducer and activator of transcription 1, 91kDa
644638	[No Symbol]	[No Name]
149111	CNIH3	cornichon homolog 3 (Drosophila)
2288	FKBP4	FK506 binding protein 4, 59kDa
643449	[No Symbol]	[No Name]
100130564	SEPT7P7	septin 7 pseudogene 7
7030	TFE3	transcription factor binding to IGHM enhancer 3
399665	FAM102A	family with sequence similarity 102, member A
442429	EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2
6249	CLIP1	CAP-GLY domain containing linker protein 1
100128604	[No Symbol]	[No Name]
342615	[No Symbol]	[No Name]
63827	BCAN	brevican
337876	CHSY3	chondroitin sulfate synthase 3
968	CD68	CD68 molecule
162972	ZNF550	zinc finger protein 550
26093	CCDC9	coiled-coil domain containing 9
7266	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7
100129191	[No Symbol]	[No Name]
85486	RPS19P1	ribosomal protein S19 pseudogene 1
339843	LOC339843	WW domain containing E3 ubiquitin protein ligase 1 pseudogene
645513	LOC645513	hypothetical LOC645513
9013	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa
100130837	[No Symbol]	[No Name]
153218	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)
256085	LOC256085	tryptophan rich basic protein pseudogene
6210	RPS15A	ribosomal protein S15a
286472	RAC1P4	ras-related C3 botulinum toxin substrate 1 pseudogene 4
5273	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10
81194	OR5F2P	olfactory receptor, family 5, subfamily F, member 2 pseudogene
100129367	LOC100129367	nucleolar and coiled-body phosphoprotein 1 pseudogene
402213	LOC402213	peptidyl-prolyl cis-trans isomerase A-like
100129683	LOC100129683	WEE1 homolog (S. pombe) pseudogene
6788	STK3	serine/threonine kinase 3
149840	C20orf196	chromosome 20 open reading frame 196
8295	TRRAP	transformation/transcription domain-associated protein
79663	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1
360166	CYCSP10	cytochrome c, somatic pseudogene 10
10668	CGRRF1	cell growth regulator with ring finger domain 1
115111	SLC26A7	solute carrier family 26, member 7
9249	DHRS3	dehydrogenase/reductase (SDR family) member 3
199692	ZNF627	zinc finger protein 627
283588	LOC283588	hypothetical LOC283588
6829	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)
23609	MKRN2	makorin ring finger protein 2
80345	ZSCAN16	zinc finger and SCAN domain containing 16
1813	DRD2	dopamine receptor D2
100131338	RPL15P13	ribosomal protein L15 pseudogene 13
27177	IL36B	interleukin 36, beta
3621	ING1	inhibitor of growth family, member 1
80014	WWC2	WW and C2 domain containing 2
286676	ILDR1	immunoglobulin-like domain containing receptor 1
100130512	[No Symbol]	[No Name]
81790	RNF170	ring finger protein 170
57185	NIPAL3	NIPA-like domain containing 3
100133205	NCRNA00240	non-protein coding RNA 240
27347	STK39	serine threonine kinase 39
55735	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11
26039	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1
7781	SLC30A3	solute carrier family 30 (zinc transporter), member 3
10471	PFDN6	prefoldin subunit 6
11025	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
169355	IDO2	indoleamine 2,3-dioxygenase 2
84267	C9orf64	chromosome 9 open reading frame 64
494326	MIR377	microRNA 377
728869	[No Symbol]	[No Name]
10651	MTX2	metaxin 2
391707	LOC391707	chromatin accessibility complex protein 1-like
7079	TIMP4	TIMP metallopeptidase inhibitor 4
285095	LOC285095	hypothetical protein LOC285095
317705	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
23619	ZIM2	zinc finger, imprinted 2
6922	SKP1P1	S-phase kinase-associated protein 1 pseudogene 1
79071	ELOVL6	ELOVL fatty acid elongase 6
100128013	[No Symbol]	[No Name]
6605	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
11224	RPL35	ribosomal protein L35
286343	C9orf150	chromosome 9 open reading frame 150
392529	LOC392529	cordon-bleu homolog (mouse) pseudogene
23054	NCOA6	nuclear receptor coactivator 6
2057	EPOR	erythropoietin receptor
27091	CACNG5	calcium channel, voltage-dependent, gamma subunit 5
7620	ZNF69	zinc finger protein 69
23208	SYT11	synaptotagmin XI
51166	AADAT	aminoadipate aminotransferase
4627	MYH9	myosin, heavy chain 9, non-muscle
144811	C13orf31	chromosome 13 open reading frame 31
84632	AFAP1L2	actin filament associated protein 1-like 2
7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
391804	RBMX2P5	RNA binding motif protein, X-linked 2 pseudogene 5
100131373	LOC100131373	hypothetical LOC100131373
10951	CBX1	chromobox homolog 1
148766	[No Symbol]	[No Name]
10388	SYCP2	synaptonemal complex protein 2
51278	IER5	immediate early response 5
81209	OR5BB1P	olfactory receptor, family 5, subfamily BB, member 1 pseudogene
55370	PPP4R1L	protein phosphatase 4, regulatory subunit 1-like
902	CCNH	cyclin H
100131614	RPS4XP22	ribosomal protein S4X pseudogene 22
25929	GEMIN5	gem (nuclear organelle) associated protein 5
55220	KLHDC8A	kelch domain containing 8A
340526	RGAG4	retrotransposon gag domain containing 4
80778	ZNF34	zinc finger protein 34
51070	NOSIP	nitric oxide synthase interacting protein
4738	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
9878	TOX4	TOX high mobility group box family member 4
7341	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
26291	FGF21	fibroblast growth factor 21
55506	H2AFY2	H2A histone family, member Y2
6529	SLC6A1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
5201	PFDN1	prefoldin subunit 1
80263	TRIM45	tripartite motif containing 45
729124	[No Symbol]	[No Name]
10089	KCNK7	potassium channel, subfamily K, member 7
482	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide
55026	FAM70A	family with sequence similarity 70, member A
100130098	[No Symbol]	[No Name]
5329	PLAUR	plasminogen activator, urokinase receptor
79692	ZNF322A	zinc finger protein 322A
83888	FGFBP2	fibroblast growth factor binding protein 2
118426	LOH12CR1	loss of heterozygosity, 12, chromosomal region 1
151613	TTC14	tetratricopeptide repeat domain 14
56946	C11orf30	chromosome 11 open reading frame 30
3562	IL3	interleukin 3 (colony-stimulating factor, multiple)
3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)
93517	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1
727727	[No Symbol]	[No Name]
63898	SH2D4A	SH2 domain containing 4A
284443	ZNF493	zinc finger protein 493
54106	TLR9	toll-like receptor 9
23710	GABARAPL1	GABA(A) receptor-associated protein like 1
79973	ZNF442	zinc finger protein 442
388962	BOLA3	bolA homolog 3 (E. coli)
54807	ZNF586	zinc finger protein 586
57677	ZFP14	zinc finger protein 14 homolog (mouse)
79777	ACBD4	acyl-CoA binding domain containing 4
63970	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
6518	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5
339318	ZNF181	zinc finger protein 181
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide
100128898	LOC100128898	latexin pseudogene
55671	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)
391257	SUMO1P1	SUMO1 pseudogene 1
220359	TIGD3	tigger transposable element derived 3
729738	[No Symbol]	[No Name]
23401	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
391077	GAPDHP58	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58
57057	TBX20	T-box 20
643949	RPLP2P3	ribosomal protein, large, P2 pseudogene 3
100129847	LOC100129847	transforming protein RhoA-like
197322	ACSF3	acyl-CoA synthetase family member 3
27136	MORC1	MORC family CW-type zinc finger 1
391533	LOC391533	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) pseudogene
9651	PLCH2	phospholipase C, eta 2
5287	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide
120	ADD3	adducin 3 (gamma)
55270	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15
28462	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)
728152	[No Symbol]	[No Name]
349136	WDR86	WD repeat domain 86
3320	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
8642	DCHS1	dachsous 1 (Drosophila)
89781	HPS4	Hermansky-Pudlak syndrome 4
10017	BCL2L10	BCL2-like 10 (apoptosis facilitator)
100128903	NPM1P4	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 4
317701	VN1R2	vomeronasal 1 receptor 2
100130511	[No Symbol]	[No Name]
6406	SEMG1	semenogelin I
8631	SKAP1	src kinase associated phosphoprotein 1
2205	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
